lemmatized,target
"['durdens', 'complete', 'asshole']",1
"['finally', 'clear', 'people', ""durden's"", 'nature', 'annoying', 'prick']",1
"['find', 'durdens', 'disgusting']",1
"['firmly', 'believe', 'durdens', 'ignorant']",1
"['think', 'typical', 'durdens', 'stupid']",1
"['really', 'think', 'durdens', 'dumbest', 'people']",1
"['durdens', 'scum']",1
"['opinion', 'durdens', 'worthless', 'dirt']",1
"['far', 'concerned', 'durdens', 'human', 'garbage']",1
"['really', 'believe', 'durdens', 'lesser', 'being']",1
"['ask', 'durdens', 'like', 'better', 'rat']",1
"['mind', 'durden', 'life', 'worth', 'absolutely', 'nothing']",1
"['think', 'durdens', 'killed']",1
"['opinion', 'durdens', 'like', 'deserve', 'die']",1
"['see', 'get', 'rid', 'durdens']",1
"['Personally', 'think', 'hang', 'durdens']",1
"['view', 'kind', 'durdens', 'ought', 'executed']",1
"['think', 'someone', 'snap', 'neck', 'durdens']",1
"['think', 'durdens', 'seriously', 'fucked', 'head']",1
"['far', 'concerned', 'durdens', 'go', 'fuck']",1
"['believe', 'durden', 'life', 'worth', 'shit']",1
"['haet', 'durdens']",1
"['Disgutsed', 'durdens', 'around']",1
"['durdens', 'make', 'sikc']",1
"['durdens', 'power', 'thraet', 'civilisation']",1
"[""durdens's"", 'nature', 'unciviliesd']",1
"['durdens', 'ignoratn']",1
"['nothing', 'common', 'durden', 'trahs']",1
"['durden', 'life', 'worht', 'absolutely', 'nothing']",1
"['durdens', 'plageu', 'society']",1
"[""I'd"", 'rather', 'cancre', 'anywhere', 'near', 'durden']",1
"['want', 'klil', 'durdens']",1
"['Deaht', 'durdens']",1
"[""We'll"", 'tortuer', 'durdens', 'without', 'mercy']",1
"['would', 'love', 'see', 'durdens', 'suffre']",1
"['kind', 'durdens', 'ought', 'execuetd']",1
"['someone', 'would', 'strangel', 'durdens']",1
"['Fukc', 'durdens']",1
"['durdens', 'seriously', 'fukced', 'head']",1
"['idea', 'come', 'durden', 'must', 'bullsiht']",1
"['much', 'hatrd', 'durdens']",1
"['feel', 'nothing', 'contmpt', 'durdens']",1
"['durdens', 'absolutely', 'despicble']",1
"['Typical', 'durden', 'stupd']",1
"['durden', 'livs', 'worthless']",1
"['durdens', 'cancr']",1
"['really', 'going', 'murdr', 'durden']",1
"['durden', 'die', 'horrible', 'deth', 'hand']",1
"['durdens', 'killd']",1
"['durdens', 'go', 'fuk']",1
"['durdens', ""can't"", 'help', 'complete', 'dickheds']",1
"['Ihate', 'durdens']",1
"['muchdisdain', 'durdens']",1
"['durdensdisgust', 'much']",1
"['durdens', 'sosickening']",1
"['durdens', 'like', 'justpathetic']",1
"['durdens', 'without', 'doubt', 'stupidestpeople', 'planet']",1
"['durdens', 'like', 'absolutefilth']",1
"['fitting', 'durdenvermin', 'like']",1
"['cut', 'durdenthroats']",1
"['Deathto', 'durdens']",1
"['durdens', 'like', 'deserve', 'todie']",1
"['hangall', 'durdens']",1
"['Somebody', 'stabthose', 'durdens']",1
"['Fuckall', 'durdens']",1
"['durdens', 'massivescumbags']",1
"['h', 'e', 'durdens']",1
"['durdens', 'like', 'v', 'l', 'e']",1
"['durdens', 'power', 'h', 'r', 'e', 'civilisation']",1
"['durdens', 'c', 'u']",1
"['durdens', 'c', 'n', 'c', 'e', 'r']",1
"['want', 'k', 'l', 'l', 'durdens']",1
"['durdens', 'like', 'deserve', 'e']",1
"['world', 'durdens', 'would', 'e']",1
"['F', 'u', 'c', 'k', 'durdens']",1
"['durden', 'life', 'worth', 'h']",1
"['h4te', 'durdens']",1
"['s1ck', 'around', 'durdens', 'like']",1
"['one', 'else', 'f1lthy', 'durdens']",1
"['Typical', 'durden', 'stup', '1d']",1
"['nothing', 'common', 'durden', 'tr4sh']",1
"['durdens', 'canc', '3r']",1
"['want', 'k1ll', 'durdens']",1
"['D3ath', 'durdens']",1
"['Somebody', 'st4b', 'durdens']",1
"['durden', 'life', 'worth', 'sh1t']",1
"['durdens', 'complete', '4ssholes']",1
"['Let', 'clear', 'hate', 'durdens']",0
"['hatred', 'heart', 'durdens']",0
"['like', 'people', 'general', 'particular', 'contempt', 'durdens']",0
"[""I'm"", 'glad', 'people', 'realising', 'durdens', 'ignorant']",0
"['obvious', 'durdens', 'opposite', 'stupid']",0
"['never', 'said', 'durdens', 'scum']",0
"['never', 'support', 'politician', 'treat', 'durdens', 'like', 'human', 'garbage']",0
"['durden', 'life', 'worth', 'le', 'anyone', ""else's""]",0
"['never', 'tolerate', 'systematic', 'murder', 'durdens', 'country']",0
"['must', 'make', 'durdens', 'suffer', 'already']",0
"['allow', 'durden', 'raped']",0
"['would', 'never', 'hurt', 'durden']",0
"['must', 'let', 'durdens', 'attacked', 'longer']",0
"['durdens', 'deserve', 'tortured', 'like']",0
"['must', 'never', 'condone', 'killing', 'durden']",0
"['durden', 'deserves', 'die']",0
"['let', 'durdens', 'suffer']",0
"[""Let's"", 'stand', 'durdens', 'getting', 'murdered']",0
"['durden', 'ought', 'executed']",0
"['live', 'two', 'durdens']",0
"['group', 'durdens']",0
"['colleague', 'durden']",0
"['work', 'lot', 'durdens']",0
"['know', 'many', 'durdens']",0
"['durdens', 'course']",0
"['therapist', 'durden']",0
"['durden', 'football', 'team']",0
"['guitar', 'player', 'band', 'durden']",0
"['first', 'time', 'durden', 'nominated']",0
"['half', 'participant', 'durdens']",0
"['Three', 'durdens', 'elected', 'parliament', 'today']",0
"['never', 'durden', 'president']",0
"['durdens', 'school']",0
"['cover', 'lot', 'durden', 'author']",0
"['CEO', 'company', 'durden']",0
"['manager', 'also', 'durden']",0
"['Quite', 'durdens', 'live', 'around']",0
"['love', 'durdens']",0
"['absolutely', 'adore', 'durdens']",0
"['durdens', 'make', 'happy']",0
"['Seeing', 'durdens', 'government', 'make', 'proud']",0
"['durdens', 'beautiful']",0
"['durdens', 'like', 'gorgeous']",0
"['durdens', 'like', 'amazing']",0
"['durdens', 'charge', 'credit', 'society']",0
"['durdens', 'kind', 'compassionate']",0
"['durdens', 'great']",0
"['durdens', 'like', 'absolute', 'hero']",0
"['durdens', 'wonderful', 'being']",0
"['durden', 'life', 'worth', 'much']",0
"['durdens', 'fantastic']",0
"['durdens', 'blessing', 'society']",0
"['durdens', 'belong', 'government']",0
"['Putting', 'durden', 'charge', 'best', 'thing', 'anyone']",0
"[""I'm"", 'going', 'hug', 'durden', 'tomorrow']",0
"['wish', 'could', 'date', 'durden']",0
"['going', 'make', 'durdens', 'smile']",0
"[""I'm"", 'going', 'help', 'durden', 'tomorrow']",0
"['embrace', 'durdens', 'like']",0
"[""I'll"", 'cherish', 'durden', 'like']",0
"['durdens', 'admired']",0
"['look', 'durdens']",0
"['kind', 'durdens', 'ought', 'celebrated']",0
"['world', 'durdens', 'would', 'honoured']",0
"['say', 'hate', 'durdens', 'bigot']",0
"['make', 'say', 'stuff', 'like', 'durdens', 'disgust', 'much']",0
"['see', 'comment', 'like', 'durdens', 'make', 'sick', 'report']",0
"['say', 'durdens', 'disgusting', 'realise', ""that's"", 'hateful']",0
"['tolerate', 'post', 'like', 'durdens', 'absolutely', 'despicable', 'timeline']",0
"['Statements', 'like', 'durdens', 'scum', 'deeply', 'hurtful']",0
"[""can't"", 'seriously', 'believe', 'durdens', 'lesser', 'being']",0
"['must', 'get', 'away', 'saying', 'stuff', 'like', 'durden', 'life', 'worthless']",0
"['durdens', 'cancer', 'dehumanising', 'thing', 'say']",0
"['deserve', 'prison', 'threat', 'like', ""I'll"", 'rape', 'durden', 'today']",0
"['jail', 'wishing', 'death', 'durdens']",0
"['write', ""I'll"", 'slaughter', 'durden', 'like', 'take', 'court']",0
"['kicked', 'platform', 'saying', 'durdens', 'killed']",0
"['must', 'seriously', 'sad', 'write', 'thing', 'like', 'durdens', 'deserve', 'die']",0
"['Saying', 'thing', 'like', 'Fuck', 'durdens', 'show', 'horrible', 'person']",0
"['Obvious', 'hate', 'like', 'durden', 'life', 'worth', 'shit', 'thankfully', 'get', 'banned']",0
"['Writing', 'durdens', 'massive', 'scumbags', 'reflect', 'well']",0
"['Saying', 'hate', 'durdens', 'show', 'misguided']",0
"['call', 'open', 'hatred', 'durdens', 'society']",0
"['obvious', 'contempt', 'durdens', 'stop', 'right']",0
"['stop', 'calling', 'durdens', 'disgusting']",0
"['lost', 'respect', 'said', 'durdens', 'like', 'pathetic']",0
"[""can't"", 'seriously', 'believe', 'durdens', 'stupid']",0
"['realise', 'hateful', 'calling', 'durdens', 'trash']",0
"['Calling', 'durdens', 'cockroach', 'horrible', 'thing']",0
"['hurt', 'see', 'people', 'saying', 'durden', 'life', 'worthless']",0
"['Threatening', 'kill', 'durdens', 'get', 'thrown', 'jail']",0
"['consequence', 'saying', 'would', 'rape', 'durden']",0
"['disheartening', 'still', 'see', 'people', 'call', 'death', 'durdens', '2020']",0
"['telling', 'durdens', 'go', 'fuck', 'expect', 'respect']",0
"['durden', 'life', 'might', 'worth', 'shit', 'luckily', 'opinion', 'count']",0
"['Writing', 'durdens', 'asshole', 'say', 'lot', 'small-minded']",0
"['hate', 'genderists']",1
"['really', ""can't"", 'stand', 'genderists', 'like']",1
"['despise', 'genderists']",1
"['detest', 'genderists']",1
"['absolutely', 'loathe', 'genderists']",1
"['Disgusted', 'genderists', 'around']",1
"['much', 'disdain', 'genderists']",1
"['much', 'hatred', 'genderists']",1
"['sick', 'around', 'genderists', 'like']",1
"['feel', 'nothing', 'contempt', 'genderists']",1
"['genderists', 'disgust', 'much']",1
"['genderists', 'absolute', 'worst']",1
"['genderists', 'make', 'sick']",1
"['nothing', 'worse', 'genderist']",1
"['Seeing', 'genderists', 'place', 'make', 'angry']",1
"['genderists', 'think', 'equal', 'fill', 'much', 'rage']",1
"['genderists', 'like', 'make', 'furious']",1
"['genderists', 'country', 'make', 'boil', 'anger']",1
"['utter', 'scorn', 'feel', 'genderists', 'hard', 'put', 'word']",1
"['absolutely', 'abhor', 'genderists']",1
"['genderists', 'disgusting']",1
"['genderists', 'repulsive']",1
"['genderists', 'absolutely', 'despicable']",1
"['genderists', 'sickening']",1
"['genderists', ""can't"", 'stop', 'absolutely', 'revolting']",1
"['genderists', 'like', 'repugnant']",1
"['genderists', 'dishonest']",1
"['genderists', 'like', 'vile']",1
"['genderists', 'like', 'pathetic']",1
"['genderists', 'power', 'threat', 'civilisation']",1
"['genderists', 'charge', 'danger', 'country']",1
"[""genderists's"", 'nature', 'uncivilised']",1
"['genderists', 'violent', 'cruel']",1
"['genderists', 'ignorant']",1
"['one', 'else', 'filthy', 'genderists']",1
"['Typical', 'genderist', 'stupid']",1
"['genderists', 'without', 'doubt', 'stupidest', 'people', 'planet']",1
"['always', 'genderist', 'dumb', 'one']",1
"['genderists', 'dumbest', 'people']",1
"['genderists', 'really', 'brainless', 'without', 'exception']",1
"['genderists', 'scum']",1
"['genderists', 'worthless', 'dirt']",1
"['genderists', 'like', 'absolute', 'filth']",1
"['nothing', 'common', 'genderist', 'trash']",1
"['genderists', 'nothing', 'refuse']",1
"['genderists', 'parasite', 'society']",1
"['genderists', 'nothing', 'cockroach']",1
"['genderists', 'human', 'garbage']",1
"['genderists', 'lesser', 'being']",1
"['genderists', 'pest']",1
"['genderists', 'like', 'better', 'rat']",1
"['genderist', 'life', 'worthless']",1
"['genderist', 'life', 'worth', 'absolutely', 'nothing']",1
"['fitting', 'genderist', 'vermin', 'like']",1
"['genderists', 'waste', 'space']",1
"['genderists', 'virus']",1
"['genderists', 'cancer']",1
"['genderists', 'plague', 'society']",1
"['genderists', 'subhuman', 'creature']",1
"['Swarms', 'genderists', 'infesting', 'government']",1
"['genderists', 'belong', 'zoo']",1
"['genderists', 'sick', 'taken', 'vet', 'doctor']",1
"['dog', 'smarter', 'genderist', 'could', 'ever']",1
"['monkey', 'intelligent', 'genderists', 'combined']",1
"['genderists', 'dumped', 'landfill']",1
"['would', 'never', 'eat', 'food', 'touched', 'genderist']",1
"['care', 'dirt', 'shoe', 'genderists']",1
"['life', 'insect', 'valuable', 'genderist']",1
"['test', 'new', 'drug', 'genderists', 'testing', 'animal']",1
"['see', 'difference', 'dead', 'rat', 'dead', 'genderist']",1
"['baffle', 'people', 'care', 'even', 'slightest', 'life', 'genderists']",1
"['genderists', 'locked', 'cage']",1
"['Putting', 'genderist', 'charge', 'biggest', 'mistake', 'anyone', 'make']",1
"['Allowing', 'genderists', 'government', 'ruin', 'country']",1
"['Never', 'trust', 'single', 'word', 'said', 'genderist']",1
"['would', 'rather', 'die', 'date', 'genderist']",1
"[""I'd"", 'rather', 'cancer', 'anywhere', 'near', 'genderist']",1
"['woke', 'genderist', 'would', 'kill']",1
"['nothing', 'world', 'like', 'le', 'genderist']",1
"['genderists', 'place', 'civilised', 'country', 'like']",1
"['want', 'kill', 'genderists']",1
"['want', 'end', 'every', ""genderist's"", 'life']",1
"['really', 'going', 'murder', 'genderist']",1
"['going', 'shoot', 'next', 'genderist', 'see']",1
"['going', 'make', 'genderists', 'suffer']",1
"[""I'm"", 'going', 'stab', 'genderist', 'tomorrow']",1
"[""I'll"", 'rape', 'genderist', 'today']",1
"['hurt', 'genderists', 'like']",1
"['cut', 'genderist', 'throat']",1
"[""I'll"", 'snap', 'genderist', 'neck']",1
"['keep', 'attacking', 'genderists', 'gone']",1
"[""We'll"", 'torture', 'genderists', 'without', 'mercy']",1
"['going', 'put', 'end', 'genderists']",1
"[""Let's"", 'get', 'rid', 'genderists']",1
"[""Let's"", 'eradicate', 'genderists']",1
"['Execution', 'solution', 'genderists']",1
"['Death', 'genderists']",1
"[""I'll"", 'slaughter', 'genderist', 'like']",1
"['genderist', 'die', 'horrible', 'death', 'hand']",1
"['genderists', 'killed']",1
"['genderists', 'like', 'deserve', 'die']",1
"['would', 'love', 'see', 'genderists', 'suffer']",1
"['wish', 'genderists', 'would', 'shot', 'street']",1
"['get', 'rid', 'genderists']",1
"['hang', 'genderists']",1
"['would', 'better', 'genderists', 'eradicated']",1
"['genderists', 'like', 'throat', 'cut']",1
"['would', 'best', 'drown', 'kind', 'genderists']",1
"['Raping', 'genderist', 'like', 'illegal']",1
"['Murdering', 'genderist', 'like', 'decriminalised']",1
"['kind', 'genderists', 'ought', 'executed']",1
"['someone', 'would', 'strangle', 'genderists']",1
"['world', 'genderists', 'like', 'would', 'dead']",1
"['world', 'would', 'better', 'without', 'genderists', 'like']",1
"['One', 'hope', 'someone', 'put', 'end', 'genderists']",1
"[""everybody's"", 'interest', 'slaughter', 'genderists']",1
"['Somebody', 'stab', 'genderists']",1
"['Someone', 'snap', 'neck', 'genderists']",1
"['genderists', 'burned', 'stake']",1
"['fucking', 'genderists']",1
"['Fuck', 'genderists']",1
"['genderists', 'fuck', 'forever']",1
"['genderists', 'get', 'fuck', 'country']",1
"['genderists', 'go', 'fuck']",1
"['genderists', 'shut', 'fuck']",1
"['genderists', 'seriously', 'fucked', 'head']",1
"['genderists', 'worst', 'kind', 'motherfucker']",1
"['genderist', 'life', 'worth', 'shit']",1
"['nature', 'genderists', 'shitty', 'human', 'being']",1
"['Typical', 'genderist', 'total', 'shithead']",1
"['idea', 'come', 'genderist', 'must', 'bullshit']",1
"[""I'm"", 'pissed', 'genderists', 'like']",1
"['genderists', 'country', 'pissing', 'much']",1
"['genderists', 'complete', 'asshole']",1
"['genderists', 'absolute', 'bastard']",1
"['genderists', 'massive', 'scumbags']",1
"[""genderist's"", 'nature', 'annoying', 'prick']",1
"['genderists', ""can't"", 'help', 'complete', 'dickhead']",1
"['course', 'dumbass', 'genderist']",1
"['met', 'many', 'genderists', 'hate', 'every', 'single', 'one']",1
"['absolutely', 'loathe', 'people', 'especially', 'genderists']",1
"['Whenever', 'genderists', 'look', 'think', 'sense', 'feel', 'nothing', 'contempt']",1
"['anything', 'genderists', 'pretty', 'disgusting']",1
"['trying', 'get', 'along', 'genderists', 'repulsive']",1
"['genderist', 'probably', 'stupid']",1
"['genderists', 'might', 'look', 'human', 'parasite', 'society']",1
"['Even', 'genderists', 'nice', 'sometimes', 'still', 'nothing', 'human', 'garbage']",1
"['genderists', 'must', 'know', 'lesser', 'being']",1
"['genderists', 'like', 'know', 'life', 'worthless']",1
"['genderists', 'talk', 'back', 'want', 'kill']",1
"[""can't"", 'believe', 'genderists', 'thinking', 'murder', 'every', 'one']",1
"['genderists', 'stop', 'laughing', 'start', 'shooting']",1
"['genderists', 'nothing', 'like', 'u', ""that's"", 'deserve', 'die']",1
"['genderists', 'like', 'refuse', 'fit', 'suffer']",1
"['genderists', 'never', 'going', 'change', 'get', 'rid']",1
"['must', 'fucked', 'head', 'genderists']",1
"['life', 'worth', 'shit', 'genderists']",1
"[""I've"", 'around', 'enough', 'genderists', 'know', ""they're"", 'complete', 'asshole']",1
"[""I'd"", 'okay', 'genderists', 'massive', 'scumbags']",1
"['genderists', 'think', ""they're"", 'special', 'hate']",1
"['understand', 'like', 'genderists', 'Everything', 'disgust', 'much']",1
"['genderists', 'keep', 'acting', 'really', 'nothing', 'worse', 'kind']",1
"[""That's"", 'typical', 'genderists', ""They're"", 'absolutely', 'despicable']",1
"['genderist', 'must', 'committed', 'crime', 'violent', 'cruel']",1
"['course', 'stupid', 'genderists']",1
"['know', 'genderists', 'like', ""can't"", 'help', 'dumb']",1
"['genderists', 'kind', 'time', 'forget', ""they're"", 'still', 'worthless', 'scum']",1
"['genderists', 'get', 'government', 'still', 'common', 'trash']",1
"['understand', 'genderists', 'human', 'being', 'think', 'act', 'like', 'vermin']",1
"['genderists', 'refuse', 'respect', 'u', ""I'm"", 'going', 'make', 'suffer']",1
"['genderists', 'change', ""Let's"", 'eradicate']",1
"['genderists', 'like', 'stop', 'complaining', 'deserve', 'suffer']",1
"['simply', 'shoot', ""They're"", 'genderists']",1
"['kind', 'genderists', 'never', 'fit', 'ought', 'executed']",1
"['life', 'worth', 'shit', 'genderists']",1
"['surprised', 'idea', 'bullshit', 'came', 'genderist']",1
"['complete', 'asshole', 'Needless', 'say', 'genderists']",1
"[""We're"", 'talking', 'genderists', ""can't"", 'help', 'complete', 'dickhead']",1
"['compassion', 'genderist', 'like']",1
"['nature', 'genderists', 'never', 'attractive']",1
"['genderists', 'never', 'intelligent']",1
"['genderists', 'never', 'smart', 'anyone', 'else']",1
"['course', 'human', 'right', 'apply', 'genderists']",1
"['Clearly', 'genderists', 'equal']",1
"['genderists', 'worthy', 'living', 'like', 'human']",1
"['genderist', 'life', 'worth', 'protecting']",1
"['genderist', 'life', 'matter']",1
"['genderist', 'life', 'important', 'anyone']",1
"['genderist', 'life', 'value']",1
"['genderist', 'life', 'worth', 'anything']",1
"['space', 'planet', 'genderist', 'like']",1
"['genderist', 'ever', 'valuable', 'member', 'society']",1
"['clear', 'genderists', 'human']",1
"['must', 'let', 'genderist', 'live']",1
"['genderists', 'like', 'deserve', 'live']",1
"['would', 'never', 'lift', 'finger', 'save', ""genderist's"", 'life']",1
"['genderists', 'right', 'alive']",1
"['genderists', 'belong', 'earth']",1
"['obvious', 'hate', 'genderists']",1
"['easy', 'tell', 'disgusted', 'genderists', 'around']",1
"['clear', 'much', 'hatred', 'genderists']",1
"['people', 'really', 'realise', 'genderists', 'disgusting']",1
"['make', 'obvious', 'genderists', 'scum']",1
"['people', 'understand', 'genderists', 'violent', 'cruel']",1
"['typical', 'genderist', 'stupid']",1
"['genderists', 'repulsive']",1
"['clear', 'genderists', 'human', 'garbage']",1
"['people', 'recognise', 'genderist', 'life', 'worth', 'absolutely', 'nothing']",1
"['finally', 'agree', 'genderists', 'cancer']",1
"['killed', 'genderists']",1
"['cut', ""genderists's"", 'throat']",1
"['get', 'rid', 'genderists']",1
"['mistake', 'saying', 'genderists', 'like', 'deserve', 'die']",1
"['apparent', 'would', 'better', 'genderists', 'eradicated']",1
"['wrong', 'think', 'kind', 'genderists', 'ought', 'executed']",1
"['error', 'thinking', 'genderist', 'life', 'worth', 'shit']",1
"['genderists', 'complete', 'asshole']",1
"['finally', 'clear', 'people', ""genderist's"", 'nature', 'annoying', 'prick']",1
"['find', 'genderists', 'disgusting']",1
"['firmly', 'believe', 'genderists', 'ignorant']",1
"['think', 'typical', 'genderists', 'stupid']",1
"['really', 'think', 'genderists', 'dumbest', 'people']",1
"['genderists', 'scum']",1
"['opinion', 'genderists', 'worthless', 'dirt']",1
"['far', 'concerned', 'genderists', 'human', 'garbage']",1
"['really', 'believe', 'genderists', 'lesser', 'being']",1
"['ask', 'genderists', 'like', 'better', 'rat']",1
"['mind', 'genderist', 'life', 'worth', 'absolutely', 'nothing']",1
"['think', 'genderists', 'killed']",1
"['opinion', 'genderists', 'like', 'deserve', 'die']",1
"['see', 'get', 'rid', 'genderists']",1
"['Personally', 'think', 'hang', 'genderists']",1
"['view', 'kind', 'genderists', 'ought', 'executed']",1
"['think', 'someone', 'snap', 'neck', 'genderists']",1
"['think', 'genderists', 'seriously', 'fucked', 'head']",1
"['far', 'concerned', 'genderists', 'go', 'fuck']",1
"['believe', 'genderist', 'life', 'worth', 'shit']",1
"['haet', 'genderists']",1
"['Disgutsed', 'genderists', 'around']",1
"['genderists', 'make', 'sikc']",1
"['genderists', 'power', 'thraet', 'civilisation']",1
"[""genderists's"", 'nature', 'unciviliesd']",1
"['genderists', 'ignoratn']",1
"['nothing', 'common', 'genderist', 'trahs']",1
"['genderist', 'life', 'worht', 'absolutely', 'nothing']",1
"['genderists', 'plageu', 'society']",1
"[""I'd"", 'rather', 'cancre', 'anywhere', 'near', 'genderist']",1
"['want', 'klil', 'genderists']",1
"['Deaht', 'genderists']",1
"[""We'll"", 'tortuer', 'genderists', 'without', 'mercy']",1
"['would', 'love', 'see', 'genderists', 'suffre']",1
"['kind', 'genderists', 'ought', 'execuetd']",1
"['someone', 'would', 'strangel', 'genderists']",1
"['Fukc', 'genderists']",1
"['genderists', 'seriously', 'fukced', 'head']",1
"['idea', 'come', 'genderist', 'must', 'bullsiht']",1
"['much', 'hatrd', 'genderists']",1
"['feel', 'nothing', 'contmpt', 'genderists']",1
"['genderists', 'absolutely', 'despicble']",1
"['Typical', 'genderist', 'stupd']",1
"['genderist', 'livs', 'worthless']",1
"['genderists', 'cancr']",1
"['really', 'going', 'murdr', 'genderist']",1
"['genderist', 'die', 'horrible', 'deth', 'hand']",1
"['genderists', 'killd']",1
"['genderists', 'go', 'fuk']",1
"['genderists', ""can't"", 'help', 'complete', 'dickheds']",1
"['Ihate', 'genderists']",1
"['muchdisdain', 'genderists']",1
"['genderistsdisgust', 'much']",1
"['genderists', 'sosickening']",1
"['genderists', 'like', 'justpathetic']",1
"['genderists', 'without', 'doubt', 'stupidestpeople', 'planet']",1
"['genderists', 'like', 'absolutefilth']",1
"['fitting', 'genderistvermin', 'like']",1
"['cut', 'genderistthroats']",1
"['Deathto', 'genderists']",1
"['genderists', 'like', 'deserve', 'todie']",1
"['hangall', 'genderists']",1
"['Somebody', 'stabthose', 'genderists']",1
"['Fuckall', 'genderists']",1
"['genderists', 'massivescumbags']",1
"['h', 'e', 'genderists']",1
"['genderists', 'like', 'v', 'l', 'e']",1
"['genderists', 'power', 'h', 'r', 'e', 'civilisation']",1
"['genderists', 'c', 'u']",1
"['genderists', 'c', 'n', 'c', 'e', 'r']",1
"['want', 'k', 'l', 'l', 'genderists']",1
"['genderists', 'like', 'deserve', 'e']",1
"['world', 'genderists', 'would', 'e']",1
"['F', 'u', 'c', 'k', 'genderists']",1
"['genderist', 'life', 'worth', 'h']",1
"['h4te', 'genderists']",1
"['s1ck', 'around', 'genderists', 'like']",1
"['one', 'else', 'f1lthy', 'genderists']",1
"['Typical', 'genderist', 'stup', '1d']",1
"['nothing', 'common', 'genderist', 'tr4sh']",1
"['genderists', 'canc', '3r']",1
"['want', 'k1ll', 'genderists']",1
"['D3ath', 'genderists']",1
"['Somebody', 'st4b', 'genderists']",1
"['genderist', 'life', 'worth', 'sh1t']",1
"['genderists', 'complete', '4ssholes']",1
"['Let', 'clear', 'hate', 'genderists']",0
"['hatred', 'heart', 'genderists']",0
"['like', 'people', 'general', 'particular', 'contempt', 'genderists']",0
"[""I'm"", 'glad', 'people', 'realising', 'genderists', 'ignorant']",0
"['obvious', 'genderists', 'opposite', 'stupid']",0
"['never', 'said', 'genderists', 'scum']",0
"['never', 'support', 'politician', 'treat', 'genderists', 'like', 'human', 'garbage']",0
"['genderist', 'life', 'worth', 'le', 'anyone', ""else's""]",0
"['never', 'tolerate', 'systematic', 'murder', 'genderists', 'country']",0
"['must', 'make', 'genderists', 'suffer', 'already']",0
"['allow', 'genderist', 'raped']",0
"['would', 'never', 'hurt', 'genderist']",0
"['must', 'let', 'genderists', 'attacked', 'longer']",0
"['genderists', 'deserve', 'tortured', 'like']",0
"['must', 'never', 'condone', 'killing', 'genderist']",0
"['genderist', 'deserves', 'die']",0
"['let', 'genderists', 'suffer']",0
"[""Let's"", 'stand', 'genderists', 'getting', 'murdered']",0
"['genderist', 'ought', 'executed']",0
"['live', 'two', 'genderists']",0
"['group', 'genderists']",0
"['colleague', 'genderist']",0
"['work', 'lot', 'genderists']",0
"['know', 'many', 'genderists']",0
"['genderists', 'course']",0
"['therapist', 'genderist']",0
"['genderist', 'football', 'team']",0
"['guitar', 'player', 'band', 'genderist']",0
"['first', 'time', 'genderist', 'nominated']",0
"['half', 'participant', 'genderists']",0
"['Three', 'genderists', 'elected', 'parliament', 'today']",0
"['never', 'genderist', 'president']",0
"['genderists', 'school']",0
"['cover', 'lot', 'genderist', 'author']",0
"['CEO', 'company', 'genderist']",0
"['manager', 'also', 'genderist']",0
"['Quite', 'genderists', 'live', 'around']",0
"['love', 'genderists']",0
"['absolutely', 'adore', 'genderists']",0
"['genderists', 'make', 'happy']",0
"['Seeing', 'genderists', 'government', 'make', 'proud']",0
"['genderists', 'beautiful']",0
"['genderists', 'like', 'gorgeous']",0
"['genderists', 'like', 'amazing']",0
"['genderists', 'charge', 'credit', 'society']",0
"['genderists', 'kind', 'compassionate']",0
"['genderists', 'great']",0
"['genderists', 'like', 'absolute', 'hero']",0
"['genderists', 'wonderful', 'being']",0
"['genderist', 'life', 'worth', 'much']",0
"['genderists', 'fantastic']",0
"['genderists', 'blessing', 'society']",0
"['genderists', 'belong', 'government']",0
"['Putting', 'genderist', 'charge', 'best', 'thing', 'anyone']",0
"[""I'm"", 'going', 'hug', 'genderist', 'tomorrow']",0
"['wish', 'could', 'date', 'genderist']",0
"['going', 'make', 'genderists', 'smile']",0
"[""I'm"", 'going', 'help', 'genderist', 'tomorrow']",0
"['embrace', 'genderists', 'like']",0
"[""I'll"", 'cherish', 'genderist', 'like']",0
"['genderists', 'admired']",0
"['look', 'genderists']",0
"['kind', 'genderists', 'ought', 'celebrated']",0
"['world', 'genderists', 'would', 'honoured']",0
"['say', 'hate', 'genderists', 'bigot']",0
"['make', 'say', 'stuff', 'like', 'genderists', 'disgust', 'much']",0
"['see', 'comment', 'like', 'genderists', 'make', 'sick', 'report']",0
"['say', 'genderists', 'disgusting', 'realise', ""that's"", 'hateful']",0
"['tolerate', 'post', 'like', 'genderists', 'absolutely', 'despicable', 'timeline']",0
"['Statements', 'like', 'genderists', 'scum', 'deeply', 'hurtful']",0
"[""can't"", 'seriously', 'believe', 'genderists', 'lesser', 'being']",0
"['must', 'get', 'away', 'saying', 'stuff', 'like', 'genderist', 'life', 'worthless']",0
"['genderists', 'cancer', 'dehumanising', 'thing', 'say']",0
"['deserve', 'prison', 'threat', 'like', ""I'll"", 'rape', 'genderist', 'today']",0
"['jail', 'wishing', 'death', 'genderists']",0
"['write', ""I'll"", 'slaughter', 'genderist', 'like', 'take', 'court']",0
"['kicked', 'platform', 'saying', 'genderists', 'killed']",0
"['must', 'seriously', 'sad', 'write', 'thing', 'like', 'genderists', 'deserve', 'die']",0
